GRIMM Diameter, Qscat (1.33 + 0)
   7.47, 22.6508369446
   7.48,  22.228767395
   7.49, 21.8596916199
    7.5,  21.584197998
   7.51, 21.4278068542
   7.52, 21.4241447449
   7.53, 21.7445755005
   7.54, 21.9132614136
   7.55,  22.463312149
   7.56, 23.3864555359
   7.57, 24.2539024353
   7.58, 24.5415325165
   7.59, 24.3359203339
    7.6, 24.1244487762
   7.61, 24.1029624939
   7.62, 23.8859481812
   7.63, 23.5791568756
   7.64, 23.1538505554
   7.65, 22.6948261261
   7.66, 22.2983989716
   7.67, 22.0160121918
   7.68, 21.8714790344
   7.69, 21.8988265991
    7.7,   23.35779953
   7.71, 22.3527545929
   7.72, 23.0423927307
   7.73, 24.0844135284
   7.74, 25.1886405945
   7.75, 25.6317310333
   7.76, 25.3761177063
   7.77,  25.118888855
   7.78, 29.8814601898
   7.79, 25.0308799744
    7.8, 24.8246555328
   7.81, 24.3937625885
   7.82, 23.8735485077
   7.83, 23.4032039642
   7.84,   23.05534935
   7.85, 22.8586921692
   7.86, 22.8774108887
   7.87, 22.9095096588
   7.88, 23.1619033813
   7.89, 23.8043956757
    7.9, 24.8690299988
   7.91, 26.2034645081
   7.92,  26.932636261
   7.93, 26.7140254974
   7.94, 26.4530200958
   7.95, 26.3915309906
   7.96, 26.5224685669
   7.97, 26.4639358521
   7.98, 26.0937519073
   7.99, 25.5636730194
      8, 25.0621891022
   8.01, 24.6864032745
   8.02, 24.4728031158
   8.03,  24.839925766
   8.04, 24.3749637604
   8.05,  24.648481369
   8.06,  25.196811676
   8.07, 26.1684570312
   8.08, 27.5341358185
   8.09, 28.3796348572
    8.1, 28.0717792511
   8.11, 29.1575622559
   8.12, 27.5692386627
   8.13, 27.7779331207
   8.14, 27.8135814667
   8.15, 27.4521274567
   8.16, 26.8517723083
   8.17, 26.2665061951
   8.18, 25.8268756866
   8.19, 25.5925502777
    8.2, 25.4034957886
   8.21, 25.4165458679
   8.22, 25.6548137665
   8.23,  26.152261734
   8.24, 27.0729560852
   8.25, 28.5104160309
   8.26, 29.5656375885
   8.27, 29.2240982056
   8.28,  28.606962204
   8.29, 28.5485572815
    8.3, 28.8209056854
   8.31,  28.950920105
   8.32, 28.5644302368
   8.33, 27.8198604584
   8.34, 27.0740890503
   8.35, 26.5038051605
   8.36, 26.3502082825
   8.37, 25.8840007782
   8.38, 25.8638420105
   8.39, 26.0407829285
    8.4, 26.4870586395
   8.41, 27.3810634613
   8.42, 28.9463653564
   8.43, 30.3520298004
   8.44, 30.0387077332
   8.45, 29.2437019348
   8.46, 29.1810531616
   8.47, 29.5729751587
   8.48, 29.9254760742
   8.49, 29.6607093811
    8.5, 28.8611526489
   8.51, 28.0144195557
   8.52, 27.3694248199
   8.53, 26.9215812683
   8.54, 26.6356391907
   8.55, 26.5622062683
   8.56, 26.6827106476
   8.57, 27.0618743896
   8.58, 27.8806552887
   8.59, 29.4816532135
    8.6, 31.2824020386
   8.61, 30.9098300934
   8.62, 30.1213626862
   8.63, 30.0815010071
   8.64, 30.6047782898
   8.65,  31.237154007
   8.66, 31.1788063049
   8.67, 30.3348846436
   8.68, 29.3779907227
   8.69, 28.8032398224
    8.7, 28.1285133362
   8.71, 27.8336296082
   8.72, 27.7213668823
   8.73, 27.7969875336
   8.74, 28.1149711609
   8.75, 28.8464241028
   8.76, 30.4231376648
   8.77, 32.6197853088
   8.78, 32.3877067566
   8.79, 31.5304527283
    8.8, 31.4938907623
   8.81, 32.0630722046
   8.82, 32.9221725464
   8.83, 33.2079849243
   8.84, 32.4852409363
   8.85, 31.5292778015
   8.86,  30.758644104
   8.87, 30.2217025757
   8.88, 29.8775272369
   8.89, 29.6964626312
    8.9, 29.6865406036
   8.91, 29.8988132477
   8.92, 30.4896335602
   8.93, 31.9681529999
   8.94, 34.2220916748
   8.95, 33.9511299133
   8.96, 33.0569076538
   8.97, 33.0951347351
   8.98,  33.727722168
   8.99, 34.7254600525
      9, 35.2372055054
   9.01, 34.5201759338
   9.02,  34.099609375
   9.03, 32.7631378174
   9.04, 32.2544136047
   9.05, 31.9104976654
   9.06, 31.6979846954
   9.07, 31.6206302643
   9.08, 31.7231464386
   9.09, 32.1444282532
    9.1, 33.3462028503
   9.11, 35.6505813599
   9.12, 35.1678848267
   9.13, 34.1463813782
   9.14, 34.1648178101
   9.15, 34.7604026794
   9.16,  35.794303894
   9.17, 36.5054092407
   9.18, 35.7277526855
   9.19, 34.6160087585
    9.2, 33.8501358032
   9.21, 33.3711090088
   9.22, 33.0615310669
   9.23, 32.8770637512
   9.24, 32.8168792725
   9.25, 32.9203033447
   9.26,  33.415348053
   9.27, 34.4761695862
   9.28, 36.9531860352
   9.29, 36.1483764648
    9.3, 35.0482826233
   9.31, 35.1223144531
   9.32, 35.7466659546
   9.33, 36.8673782349
   9.34, 37.8590698242
   9.35, 37.0660705566
   9.36, 35.4992866516
   9.37, 34.6177444458
   9.38, 34.0906982422
   9.39,  33.752620697
    9.4, 33.5434951782
   9.41, 33.4557342529
   9.42, 33.5162162781
   9.43, 33.8826408386
   9.44, 34.9547653198
   9.45, 37.7331390381
   9.46, 36.7678527832
   9.47, 35.6576461792
   9.48, 35.8012695312
   9.49, 36.4551429749
    9.5, 37.6318664551
   9.51, 39.0448760986
   9.52, 38.2774047852
   9.53, 36.6492462158
   9.54,  35.722038269
   9.55, 35.1974563599
   9.56, 34.8711929321
   9.57, 34.6732063293
   9.58, 34.5882568359
   9.59,  34.668762207
    9.6, 34.9665145874
   9.61, 35.9584159851
   9.62, 38.9444198608
   9.63, 37.7530059814
   9.64, 36.7652702332
   9.65, 37.0275688171
   9.66, 37.7421188354
   9.67, 38.9383735657
   9.68, 40.6962928772
   9.69, 40.0645141602
    9.7, 38.2683105469
   9.71,  37.330909729
   9.72, 36.8215408325
   9.73, 36.5104103088
   9.74,  36.328868866
   9.75, 41.2010993958
   9.76, 36.3568840027
   9.77, 36.6784667969
   9.78, 37.6831588745
   9.79, 40.9696617126
    9.8, 39.2126693726
   9.81, 38.3993186951
   9.82, 38.7907981873
   9.83, 39.5734405518
   9.84, 40.7661132812
   9.85, 42.7144317627
   9.86, 42.2539710999
   9.87, 40.2699012756
   9.88, 39.3160400391
   9.89, 38.7755470276
    9.9, 38.4082260132
   9.91, 38.1546211243
   9.92, 38.0429725647
   9.93, 38.0584754944
   9.94, 38.3212585449
   9.95, 39.2784118652
   9.96, 42.7416610718
   9.97, 40.2229652405
   9.98, 39.6753730774
   9.99, 40.1892166138
     10, 41.0435752869
  10.01, 42.3097724915
  10.02, 44.4007034302
  10.03, 43.9630584717
  10.04, 41.7297477722
  10.05, 40.7954406738
  10.06, 40.2467308044
  10.07, 39.8354797363
  10.08, 39.5452651978
  10.09, 39.3382492065
   10.1, 39.2860336304
  10.11, 39.4865837097
  10.12, 40.4418525696
  10.13, 44.3276367188
  10.14, 40.8028450012
  10.15, 40.4563865662
  10.16, 41.0413742065
  10.17, 42.0044746399
  10.18, 43.3001976013
  10.19, 45.7143707275
   10.2, 45.3763046265
  10.21, 42.6759223938
  10.22, 41.6674232483
  10.23, 41.0400047302
  10.24, 40.4809341431
  10.25, 40.1409568787
  10.26, 39.8536758423
  10.27, 39.7276268005
  10.28, 39.8692054749
  10.29, 40.8154754639
   10.3, 44.9246711731
  10.31, 40.8583183289
  10.32, 40.8151016235
  10.33, 41.5031700134
  10.34, 42.5586166382
  10.35, 43.9536628723
  10.36, 46.6026191711
  10.37, 46.7090148926
  10.38, 43.7651290894
  10.39, 42.7336463928
   10.4, 42.0290298462
  10.41, 41.4287185669
  10.42, 40.8951148987
  10.43, 40.4701271057
  10.44, 40.2033195496
  10.45, 40.2067108154
  10.46, 41.0710105896
  10.47, 45.1272087097
  10.48,  40.913318634
  10.49, 41.0691261292
   10.5, 41.9010047913
  10.51, 43.0804901123
  10.52, 44.6885223389
  10.53, 47.6921615601
  10.54, 48.1870651245
  10.55, 45.3193130493
  10.56, 44.4823112488
  10.57, 43.8705329895
  10.58, 43.2739486694
  10.59, 42.7082672119
   10.6, 42.2094802856
  10.61,  41.836479187
  10.62, 41.7107467651
  10.63, 42.5122375488
  10.64, 45.4379653931
  10.65, 41.8284912109
  10.66,  42.077507019
  10.67, 42.8428497314
