GRIMM Diameter, Qscat (1.54 + 0.003)
   9.37, 30.4429092407
   9.38, 30.3377437592
   9.39,  30.328496933
    9.4, 30.4269294739
   9.41, 30.5926589966
   9.42, 30.7990264893
   9.43, 31.0218448639
   9.44, 31.2400379181
   9.45, 31.4086666107
   9.46, 31.4376087189
   9.47, 31.3516941071
   9.48, 31.2777347565
   9.49, 31.2658023834
    9.5, 31.3166160583
   9.51, 31.3682537079
   9.52,  31.291437149
   9.53, 31.0976390839
   9.54,   30.93957901
   9.55,  30.882768631
   9.56, 30.9162082672
   9.57, 31.0259857178
   9.58, 31.1888580322
   9.59,  31.379524231
    9.6,  31.563375473
   9.61, 31.6597366333
   9.62, 31.6352596283
   9.63, 31.5925693512
   9.64, 31.5902862549
   9.65, 31.6414356232
   9.66, 31.7329139709
   9.67, 31.7593383789
   9.68,  31.622297287
   9.69, 31.4349079132
    9.7, 31.3142433167
   9.71, 31.2803478241
   9.72, 31.3391990662
   9.73, 31.4810371399
   9.74, 31.6798686981
   9.75, 31.9034042358
   9.76, 32.0858764648
   9.77, 32.1545906067
   9.78, 32.1711425781
   9.79, 32.2010955811
    9.8, 32.2568664551
   9.81, 32.3485412598
   9.82, 32.4445762634
   9.83, 32.4331970215
   9.84, 32.3152732849
   9.85, 32.2046394348
   9.86, 32.1433753967
   9.87, 32.1533355713
   9.88, 32.2545089722
   9.89, 32.4387435913
    9.9, 32.6743965149
   9.91, 32.9115371704
   9.92, 33.0876464844
   9.93,  33.220916748
   9.94, 33.3555603027
   9.95, 33.4933891296
   9.96, 33.6345977783
   9.97, 33.7739257812
   9.98, 33.8480758667
   9.99, 33.8112945557
     10, 33.7406654358
  10.01,  33.679069519
  10.02, 33.6410751343
  10.03, 33.6649131775
  10.04, 33.7759284973
  10.05, 33.9593162537
  10.06, 34.1738853455
  10.07, 34.3661308289
  10.08, 34.5374412537
  10.09, 34.7228164673
   10.1, 34.9186592102
  10.11, 35.1121482849
  10.12, 35.2926445007
  10.13,  35.417678833
  10.14, 35.4254455566
  10.15, 35.3573455811
  10.16, 35.2523956299
  10.17, 35.1039505005
  10.18, 34.9531745911
  10.19, 34.8694496155
   10.2, 34.8737983704
  10.21,   34.93516922
  10.22, 35.0042686462
  10.23, 35.0823974609
  10.24, 35.2087287903
  10.25, 35.3800811768
  10.26, 35.5755157471
  10.27, 35.7762641907
  10.28, 35.9507751465
  10.29, 36.0336074829
   10.3, 36.0250358582
  10.31,  35.968132019
  10.32, 35.8393936157
  10.33, 35.6437225342
  10.34, 35.4601364136
  10.35, 35.3481903076
  10.36, 35.2993888855
  10.37, 35.2734909058
  10.38, 35.2618141174
  10.39, 35.3066673279
   10.4, 35.4252967834
  10.41, 35.6037788391
  10.42, 35.8185424805
  10.43, 36.0395774841
  10.44, 36.2065238953
  10.45, 36.2830467224
  10.46, 36.3114852905
  10.47,  36.275100708
  10.48, 36.1357803345
  10.49,  35.946723938
   10.5, 35.8018951416
  10.51, 35.7233200073
  10.52, 35.6718139648
  10.53, 35.6255569458
  10.54, 35.6274299622
  10.55, 35.7145080566
  10.56,  35.887752533
  10.57, 36.1266746521
  10.58, 36.4012145996
  10.59, 36.6641273499
   10.6, 36.8650360107
  10.61, 37.0185623169
  10.62, 37.1172218323
  10.63, 37.1036148071
  10.64, 36.9856910706
  10.65, 36.8636932373
  10.66, 36.7948570251
  10.67, 36.7442512512
  10.68, 36.6674156189
  10.69, 36.5948410034
