CDP Diameter, Qscat (1.54 + 0.003)
   9.78, 11.0938930511
   9.79, 11.1716308594
    9.8, 11.2467126846
   9.81, 11.3625221252
   9.82, 11.4998760223
   9.83, 11.6194314957
   9.84,  11.723408699
   9.85, 11.8176593781
   9.86, 11.9136610031
   9.87, 12.0415725708
   9.88, 12.2085828781
   9.89, 12.3897743225
    9.9, 12.5880336761
   9.91, 12.7987995148
   9.92,  12.996424675
   9.93, 13.1602172852
   9.94, 13.2866716385
   9.95, 13.3937854767
   9.96, 13.5248613358
   9.97, 13.6807146072
   9.98, 13.8110847473
   9.99, 13.9091701508
     10, 13.9797506332
  10.01, 14.0258331299
  10.02, 14.0724697113
  10.03, 14.1551790237
  10.04, 14.2555522919
  10.05, 14.3616313934
  10.06, 14.4838962555
  10.07, 14.6100101471
  10.08, 14.7140865326
  10.09, 14.7835597992
   10.1, 14.8264284134
  10.11,  14.879119873
  10.12, 14.9673461914
  10.13, 15.0459089279
  10.14, 15.0934476852
  10.15, 15.1122045517
  10.16, 15.0964479446
  10.17, 15.0505170822
  10.18, 15.0142498016
  10.19, 15.0037784576
   10.2, 14.9889650345
  10.21, 14.9761886597
  10.22, 14.9737911224
  10.23, 14.9609966278
  10.24, 14.9169692993
  10.25,  14.841594696
  10.26, 14.7596769333
  10.27, 14.7096223831
  10.28, 14.6719818115
  10.29, 14.6171388626
   10.3, 14.5461320877
  10.31, 14.4534873962
  10.32,  14.327999115
  10.33, 14.1856241226
  10.34, 14.0684785843
  10.35, 13.9629154205
  10.36, 13.8545265198
  10.37,  13.760933876
  10.38, 13.6762218475
  10.39,  13.575345993
   10.4, 13.4483661652
  10.41, 13.3074684143
  10.42, 13.1843166351
  10.43,  13.083070755
  10.44, 12.9771461487
  10.45, 12.8652944565
  10.46, 12.7462787628
  10.47, 12.6065912247
  10.48,  12.439209938
  10.49, 12.2747001648
   10.5, 12.1323356628
  10.51, 11.9940719604
  10.52,   11.87251091
  10.53, 11.7766361237
  10.54, 11.6877145767
  10.55, 11.5909662247
  10.56, 11.4908819199
  10.57, 11.4072055817
  10.58, 11.3520412445
  10.59, 11.3078346252
   10.6,  11.271648407
  10.61, 11.2453708649
  10.62, 11.2170000076
  10.63, 11.1681814194
  10.64, 11.1022348404
