PCASP Diameter, Qscat (1.54 + 0.003)
  10.27, 37.3710975647
  10.28, 37.2999610901
  10.29, 37.2728462219
   10.3, 37.3816261292
  10.31, 37.5764884949
  10.32, 37.7498207092
  10.33, 37.8713111877
  10.34, 37.9706764221
  10.35, 38.0574951172
  10.36,  38.127532959
  10.37, 38.1933288574
  10.38, 38.2788391113
  10.39, 38.3683853149
   10.4, 38.4480209351
  10.41, 38.4977989197
  10.42, 38.4349479675
  10.43, 38.2587013245
  10.44, 38.1232070923
  10.45, 38.1208190918
  10.46, 38.1867370605
  10.47, 38.2201118469
  10.48, 38.2280845642
  10.49, 38.2631149292
   10.5, 38.3383369446
  10.51, 38.4372291565
  10.52, 38.5551948547
  10.53, 38.6965751648
  10.54, 38.8346176147
  10.55, 38.9565544128
  10.56, 39.0251541138
  10.57, 38.9495811462
  10.58, 38.7577095032
  10.59, 38.6256217957
   10.6, 38.6290092468
  10.61, 38.6723823547
  10.62, 38.6471786499
  10.63, 38.5784034729
  10.64,  38.548084259
  10.65, 38.5862731934
  10.66, 38.6760559082
